Appliances,lights,T_in,RH_in,T_out,RH_out,Windspeed
40,0,19.2,41.2,-1.20E+00,82,2
40,0,19.2,41.2,-1.33E+00,82.83333333,2.166666667
40,0,19.2,41.2,-1.47E+00,83.66666667,2.333333333
40,0,19.2,41.2,-1.60E+00,84.5,2.5
20,0,19.13333333,41.12666667,-1.73E+00,85.33333333,2.666666667
30,0,19.1,41.12666667,-1.87E+00,86.16666667,2.833333333
30,10,19.1,41.12666667,-2.00E+00,87,3
70,10,19.1,41.2,-2.08E+00,86.33333333,3
230,10,19.1,41,-2.17E+00,85.66666667,3
660,10,19.1,40.93333333,-2.25E+00,85,3
510,0,19.1,41,-2.33E+00,84.33333333,3
300,10,19.1,41.19333333,-2.42E+00,83.66666667,3
300,20,19.1,41.46666667,-2.50E+00,83,3
350,10,19.23,41.56666667,-2.50E+00,82.16666667,3
90,10,19.35666667,41.96,-2.50E+00,81.33333333,3
100,0,19.69666667,42.72333333,-2.50E+00,80.5,3
130,10,19.96333333,42.53,-2.50E+00,79.66666667,3
200,0,20.1,42.1,-2.50E+00,78.83333333,3
480,0,20.1,41.82666667,-2.50E+00,78,3
430,10,20.13333333,41.9,-2.58E+00,78.83333333,2.833333333
630,10,20.2,41.69333333,-2.67E+00,79.66666667,2.666666667
600,10,20.29,41.36333333,-2.75E+00,80.5,2.5
470,20,20.365,40.8925,-2.83E+00,81.33333333,2.333333333
740,10,20.46333333,40.76666667,-2.92E+00,82.16666667,2.166666667
600,0,20.5,40.7,-3.00E+00,83,2
560,10,20.56666667,40.62666667,-3.17E+00,83.5,2
440,20,20.6,40.4,-3.33E+00,84,2
280,10,20.66666667,40.26666667,-3.50E+00,84.5,2
110,20,20.73,39.63333333,-3.67E+00,85,2
80,10,20.79,39.36,-3.83E+00,85.5,2
70,20,20.76,38.79666667,-4.00E+00,86,2
50,10,20.76,38.46333333,-4.15E+00,86.33333333,1.833333333
50,10,20.76,38.29,-4.30E+00,86.66666667,1.666666667
60,20,20.7,38.29,-4.45E+00,87,1.5
60,10,20.7,38.32666667,-4.60E+00,87.33333333,1.333333333
50,10,20.7,38.46666667,-4.75E+00,87.66666667,1.166666667
60,20,20.66666667,38.59,-4.90E+00,88,1
50,10,20.6,38.66333333,-4.83E+00,87.83333333,1
50,10,20.6,38.79,-4.77E+00,87.66666667,1
40,20,20.53333333,38.86333333,-4.70E+00,87.5,1
30,10,20.5,38.93333333,-4.63E+00,87.33333333,1
40,10,20.5,39.06,-4.57E+00,87.16666667,1
50,20,20.39,39.09,-4.50E+00,87,1
50,0,20.39,39.2,-4.52E+00,87.66666667,1
50,0,20.32333333,39.2,-4.53E+00,88.33333333,1
40,0,20.29,39.53,-4.55E+00,89,1
50,0,20.23,39.46333333,-4.57E+00,89.66666667,1
40,0,20.2,39.4,-4.58E+00,90.33333333,1
50,0,20.13333333,39.4,-4.60E+00,91,1
40,0,20.1,39.29,-4.55E+00,90.5,1
50,0,20.1,39.23,-4.50E+00,90,1
50,0,20,39.2,-4.45E+00,89.5,1
40,0,20,39.2,-4.40E+00,89,1
40,0,19.89,39.2,-4.35E+00,88.5,1
30,0,19.89,39.2,-4.30E+00,88,1
20,0,19.79,39.09,-4.33E+00,88.5,1
20,0,19.79,39.09,-4.37E+00,89,1
40,0,19.7,39.09,-4.40E+00,89.5,1
50,0,19.7,39.09,-4.43E+00,90,1
40,0,19.66666667,39.06,-4.47E+00,90.5,1
50,0,19.6,39,-4.50E+00,91,1
50,0,19.55,38.95,-4.43E+00,90.66666667,1
40,0,19.5,39,-4.37E+00,90.33333333,1
40,0,19.5,39,-4.30E+00,90,1
50,0,19.39,38.9,-4.23E+00,89.66666667,1
50,0,19.39,38.9,-4.17E+00,89.33333333,1
50,0,19.39,38.9,-4.10E+00,89,1
40,0,19.39,38.9,-4.10E+00,89,1
50,0,19.29,38.9,-4.10E+00,89,1
20,0,19.29,38.96666667,-4.10E+00,89,1
30,0,19.29,39.03,-4.10E+00,89,1
10,0,19.23,39.03,-4.10E+00,89,1
40,0,19.2,39,-4.10E+00,89,1
60,0,19.2,39,-4.17E+00,89.33333333,1
40,0,19.2,39.09,-4.23E+00,89.66666667,1
50,0,19.13333333,39.09,-4.30E+00,90,1
40,0,19.1,39.09,-4.37E+00,90.33333333,1
40,0,19.1,39.16333333,-4.43E+00,90.66666667,1
40,0,19.06666667,39.2,-4.50E+00,91,1
70,10,19,39.2,-4.47E+00,90.83333333,1
50,0,19,39.595,-4.43E+00,90.66666667,1
50,0,19,39.96333333,-4.40E+00,90.5,1
40,10,19,40.03,-4.37E+00,90.33333333,1
30,0,19,40,-4.33E+00,90.16666667,1
30,10,19,39.93333333,-4.30E+00,90,1
20,10,18.96333333,39.93333333,-4.30E+00,89.83333333,1
50,0,18.89,40.06,-4.30E+00,89.66666667,1
50,0,18.89,40.2,-4.30E+00,89.5,1
50,0,18.89,40.2,-4.30E+00,89.33333333,1
50,10,18.89,40.32666667,-4.30E+00,89.16666667,1
40,0,18.89,40.52666667,-4.30E+00,89,1
40,0,18.89,40.59,-4.40E+00,89.66666667,1
50,0,18.89,40.53,-4.50E+00,90.33333333,1
40,0,18.79,40.4,-4.60E+00,91,1
40,0,18.79,40.4,-4.70E+00,91.66666667,1
40,0,18.79,40.43333333,-4.80E+00,92.33333333,1
40,0,18.79,40.43333333,-4.90E+00,93,1
20,0,18.7,40.5,-4.70E+00,92.66666667,1
30,0,18.7,40.56,-4.50E+00,92.33333333,1
30,0,18.7,40.59,-4.30E+00,92,1
40,0,18.7,40.59,-4.10E+00,91.66666667,1
40,0,18.7,40.59,-3.90E+00,91.33333333,1
40,0,18.625,40.545,-3.70E+00,91,1
50,0,18.6,40.53,-3.48E+00,89.33333333,1
50,0,18.6,40.5,-3.27E+00,87.66666667,1
50,0,18.6,40.5,-3.05E+00,86,1
40,0,18.6,40.5,-2.83E+00,84.33333333,1
40,0,18.6,40.5,-2.62E+00,82.66666667,1
40,0,18.6,40.5,-2.40E+00,81,1
20,0,18.6,40.5,-2.27E+00,80,1
20,0,18.7,40.56,-2.13E+00,79,1
30,0,18.76,40.5,-2.00E+00,78,1
50,0,18.79,40.4,-1.87E+00,77,1
40,0,18.79,40.4,-1.73E+00,76,1
50,0,18.79,40.29,-1.60E+00,75,1
40,0,18.85666667,40.29,-1.33E+00,73.16666667,1
40,0,18.89,40.29,-1.07E+00,71.33333333,1
40,0,18.89,40.23,-8.00E-01,69.5,1
40,0,18.89,40.2,-5.33E-01,67.66666667,1
50,0,18.92666667,40.09,-2.67E-01,65.83333333,1
50,0,19,40.03,0.00E+00,64,1
50,0,19,39.96666667,-3.33E-02,64.66666667,1
30,0,19,39.9,-6.67E-02,65.33333333,1
30,0,19,39.9,-1.00E-01,66,1
20,0,19,39.9,-1.33E-01,66.66666667,1
20,0,19,39.9,-1.67E-01,67.33333333,1
50,0,19,39.9,-2.00E-01,68,1
50,0,19,39.9,1.17E-01,66.16666667,1
50,0,19.06666667,39.9,4.33E-01,64.33333333,1
40,0,19.1,39.9,7.50E-01,62.5,1
40,0,19.1,39.9,1.07E+00,60.66666667,1
40,0,19.15,39.9,1.38E+00,58.83333333,1
40,0,19.2,39.96666667,1.70E+00,57,1
40,0,19.23,40.03,1.47E+00,57.83333333,1
50,0,19.29,40.09,1.23E+00,58.66666667,1
60,0,19.29,40.12666667,1.00E+00,59.5,1
20,0,19.29,40.12666667,7.67E-01,60.33333333,1
20,0,19.34,40.2,5.33E-01,61.16666667,1
30,0,19.39,40.23,3.00E-01,62,1
40,0,19.39,40.29,1.67E-01,64,1
40,0,19.29,40.26,3.33E-02,66,1
50,0,19.29,40.12666667,-1.00E-01,68,1
40,0,19.29,40.06,-2.33E-01,70,1
50,0,19.29,39.93333333,-3.67E-01,72,1
50,0,19.26,39.83333333,-5.00E-01,74,1
40,0,19.2,39.7,-7.50E-01,75.5,1
40,0,19.2,39.66333333,-1.00E+00,77,1
50,0,19.2,39.59,-1.25E+00,78.5,1
60,10,19.2,39.59,-1.50E+00,80,1
190,20,19.2,39.53,-1.75E+00,81.5,1
350,10,19.16666667,39.46666667,-2.00E+00,83,1
210,10,19.1,39.26666667,-2.12E+00,83.83333333,1
140,10,19.06666667,39.09,-2.23E+00,84.66666667,1
110,10,19,39.03,-2.35E+00,85.5,1
120,0,19,38.82666667,-2.47E+00,86.33333333,1
120,10,19,38.96666667,-2.58E+00,87.16666667,1
110,10,19,39.19,-2.70E+00,88,1
260,10,19,39.46333333,-2.75E+00,88.16666667,0.833333333
550,0,19,39.86333333,-2.80E+00,88.33333333,0.666666667
480,10,19.03333333,40.76666667,-2.85E+00,88.5,0.5
360,10,19.16666667,40.82666667,-2.90E+00,88.66666667,0.333333333
360,20,19.2,41.02666667,-2.95E+00,88.83333333,0.166666667
290,10,19.26,40.82666667,-3.00E+00,89,0
460,10,19.32333333,40.8,-3.25E+00,89.83333333,0.333333333
570,20,19.39,41.13333333,-3.50E+00,90.66666667,0.666666667
470,20,19.39,40.63333333,-3.75E+00,91.5,1
450,20,19.39,40.43333333,-4.00E+00,92.33333333,1.333333333
450,10,19.5,40.36333333,-4.25E+00,93.16666667,1.666666667
380,20,19.56666667,40.15666667,-4.50E+00,94,2
110,10,19.63333333,40,-4.35E+00,93.5,1.833333333
110,10,19.7,39.86,-4.20E+00,93,1.666666667
110,20,19.7,39.66333333,-4.05E+00,92.5,1.5
100,10,19.7,39.53,-3.90E+00,92,1.333333333
110,10,19.73,39.33333333,-3.75E+00,91.5,1.166666667
120,0,19.79,39.12666667,-3.60E+00,91,1
70,10,19.79,38.66,-3.67E+00,91,1
50,0,19.79,38.25,-3.73E+00,91,1
40,0,19.79,38.2,-3.80E+00,91,1
30,0,19.79,38.23,-3.87E+00,91,1
30,0,19.79,38.29,-3.93E+00,91,1
50,0,19.79,38.43333333,-4.00E+00,91,1
50,0,19.79,38.56,-4.08E+00,91.5,1
50,0,19.79,38.59,-4.17E+00,92,1
40,0,19.79,38.59,-4.25E+00,92.5,1
50,0,19.79,38.7,-4.33E+00,93,1
40,0,19.79,38.7,-4.42E+00,93.5,1
40,0,19.79,38.7,-4.50E+00,94,1
50,0,19.79,38.76,-4.55E+00,94,1.166666667
40,0,19.7,38.82666667,-4.60E+00,94,1.333333333
30,0,19.7,38.9,-4.65E+00,94,1.5
30,0,19.7,39,-4.70E+00,94,1.666666667
30,0,19.63333333,38.93333333,-4.75E+00,94,1.833333333
30,0,19.6,39,-4.80E+00,94,2
50,0,19.6,39.06,-4.81E+00,93.83333333,1.944444444
40,0,19.56666667,39.12666667,-4.82E+00,93.66666667,1.888888889
50,0,19.5,39.2,-4.83E+00,93.5,1.833333333
50,0,19.42666667,39.2,-4.84E+00,93.33333333,1.777777778
50,0,19.39,39.23,-4.86E+00,93.16666667,1.722222222
40,0,19.39,39.29,-4.87E+00,93,1.666666667
40,0,19.35666667,39.29,-4.88E+00,92.83333333,1.611111111
40,0,19.29,39.29,-4.89E+00,92.66666667,1.555555556
30,0,19.26,39.22333333,-4.90E+00,92.5,1.5
20,0,19.2,39.16333333,-4.91E+00,92.33333333,1.444444444
20,0,19.2,39.2,-4.92E+00,92.16666667,1.388888889
30,0,19.13333333,39.2,-4.93E+00,92,1.333333333
50,0,19.1,39.2,-4.94E+00,91.83333333,1.277777778
50,0,19.1,39.2,-4.96E+00,91.66666667,1.222222222
40,0,19,39.09,-4.97E+00,91.5,1.166666667
50,0,19,39.09,-4.98E+00,91.33333333,1.111111111
40,0,18.96333333,39.06,-4.99E+00,91.16666667,1.055555556
40,0,18.89,39,-5.00E+00,91,1
50,0,18.89,39,-4.83E+00,90.83333333,1
50,0,18.82333333,38.93333333,-4.67E+00,90.66666667,1
50,0,18.79,38.9,-4.50E+00,90.5,1
30,0,18.7675,38.9,-4.33E+00,90.33333333,1
30,0,18.7,38.96666667,-4.17E+00,90.16666667,1
20,0,18.7,39,-4.00E+00,90,1
20,0,18.7,39,-3.83E+00,90,1.333333333
40,0,18.66666667,38.96666667,-3.67E+00,90,1.666666667
50,0,18.6,38.96666667,-3.50E+00,90,2
50,0,18.6,39,-3.33E+00,90,2.333333333
50,0,18.6,39,-3.17E+00,90,2.666666667
40,0,18.56666667,39.09,-3.00E+00,90,3
80,0,18.5,39.09,-2.97E+00,90,2.833333333
40,10,18.5,39.39,-2.93E+00,90,2.666666667
50,0,18.5,39.59,-2.90E+00,90,2.5
340,10,18.5,39.79,-2.87E+00,90,2.333333333
150,10,18.5,39.79,-2.83E+00,90,2.166666667
50,0,18.5,39.66333333,-2.80E+00,90,2
40,0,18.42666667,39.46333333,-2.73E+00,89.33333333,2
60,10,18.39,39.26,-2.67E+00,88.66666667,2
60,0,18.39,39.12666667,-2.60E+00,88,2
60,0,18.39,38.86333333,-2.53E+00,87.33333333,2
50,0,18.34,38.5475,-2.47E+00,86.66666667,2
70,0,18.32333333,38.32666667,-2.40E+00,86,2
60,0,18.29,38.13333333,-2.37E+00,86.33333333,2.333333333
60,10,18.29,37.93333333,-2.33E+00,86.66666667,2.666666667
60,10,18.29,37.82666667,-2.30E+00,87,3
350,20,18.23,37.76666667,-2.27E+00,87.33333333,3.333333333
360,10,18.2,37.7,-2.23E+00,87.66666667,3.666666667
80,10,18.2,37.83333333,-2.20E+00,88,4
50,10,18.2,37.86333333,-2.17E+00,88.16666667,3.666666667
60,0,18.2,37.73,-2.13E+00,88.33333333,3.333333333
80,10,18.2,38.03,-2.10E+00,88.5,3
50,10,18.2,38.82333333,-2.07E+00,88.66666667,2.666666667
80,0,18.2,38.96666667,-2.03E+00,88.83333333,2.333333333
90,10,18.26,39.83333333,-2.00E+00,89,2
90,10,18.2,38.96,-1.95E+00,88.83333333,2.166666667
70,0,18.2,38.42666667,-1.90E+00,88.66666667,2.333333333
90,10,18.2,37.9,-1.85E+00,88.5,2.5
60,0,18.2,37.36666667,-1.80E+00,88.33333333,2.666666667
70,10,18.2,36.96666667,-1.75E+00,88.16666667,2.833333333
90,0,18.125,36.9,-1.70E+00,88,3
70,10,18.1,36.9,-1.57E+00,87.33333333,3
110,0,18.1,36.9,-1.43E+00,86.66666667,3
70,0,18.1,36.82666667,-1.30E+00,86,3
70,0,18.1,36.82666667,-1.17E+00,85.33333333,3
80,0,18.1,36.9,-1.03E+00,84.66666667,3
330,10,18.1,36.79666667,-9.00E-01,84,3
220,0,18.03333333,36.53,-8.17E-01,83.83333333,2.833333333
70,0,18,36.43,-7.33E-01,83.66666667,2.666666667
60,0,18,36.23,-6.50E-01,83.5,2.5
50,0,18,36.06,-5.67E-01,83.33333333,2.333333333
60,0,18,36,-4.83E-01,83.16666667,2.166666667
80,0,17.89,35.86333333,-4.00E-01,83,2
70,0,17.89,35.73,-2.83E-01,82.66666667,2
80,0,17.89,35.62666667,-1.67E-01,82.33333333,2
70,0,17.89,35.7,-5.00E-02,82,2
80,0,17.85666667,35.79,6.67E-02,81.66666667,2
70,0,17.79,35.79,1.83E-01,81.33333333,2
80,0,17.79,35.82666667,3.00E-01,81,2
50,0,17.79,35.975,3.50E-01,80.83333333,2
40,0,17.79,36.06,4.00E-01,80.66666667,2
30,0,17.7,36.09,4.50E-01,80.5,2
50,0,17.7,36.16333333,5.00E-01,80.33333333,2
80,0,17.7,36.2,5.50E-01,80.16666667,2
80,0,17.7,36.26,6.00E-01,80,2
80,0,17.6,36.23,6.00E-01,80.5,2
70,0,17.6,36.29,6.00E-01,81,2
90,0,17.6,36.29,6.00E-01,81.5,2
80,0,17.6,36.29,6.00E-01,82,2
80,0,17.6,36.29,6.00E-01,82.5,2
80,0,17.6,36.36333333,6.00E-01,83,2
70,0,17.5,36.43333333,5.50E-01,83.66666667,2
60,0,17.5,36.5,5.00E-01,84.33333333,2
50,0,17.5,36.5,4.50E-01,85,2
80,0,17.5,36.56,4.00E-01,85.66666667,2
80,0,17.5,36.59,3.50E-01,86.33333333,2
60,0,17.5,36.66333333,3.00E-01,87,2
70,0,17.39,36.62666667,2.67E-01,87.5,2
340,0,17.39,36.75,2.33E-01,88,2
360,0,17.39,36.96666667,2.00E-01,88.5,2
160,0,17.39,37.03,1.67E-01,89,2
120,10,17.39,37.16333333,1.33E-01,89.5,2
90,0,17.39,37.2,1.00E-01,90,2
90,0,17.39,37.33333333,5.00E-02,90.5,2
90,10,17.39,37.53,0.00E+00,91,2
80,0,17.46333333,37.72333333,-5.00E-02,91.5,2
170,10,17.53333333,38.03,-1.00E-01,92,2
830,10,17.6,38.09,-1.50E-01,92.5,2
540,30,17.76333333,41.16,-2.00E-01,93,2
340,30,17.96333333,46.56666667,-1.50E-01,92.5,1.833333333
410,40,18.23,44.25666667,-1.00E-01,92,1.666666667
390,30,18.35666667,43.25666667,-5.00E-02,91.5,1.5
360,40,18.53333333,43.36,0.00E+00,91,1.333333333
330,50,18.6,42.23333333,5.00E-02,90.5,1.166666667
210,40,18.73,41.26666667,1.00E-01,90,1
100,40,18.85666667,41,1.33E-01,90,1.166666667
160,30,19,40.86333333,1.67E-01,90,1.333333333
390,20,19.1,40.395,2.00E-01,90,1.5
440,10,19.26,39.59666667,2.33E-01,90,1.666666667
400,20,19.42666667,39.16333333,2.67E-01,90,1.833333333
420,10,19.5,39.03,3.00E-01,90,2
390,10,19.6,38.86333333,3.00E-01,89.83333333,2
410,20,19.66666667,38.73,3.00E-01,89.66666667,2
210,10,19.7,38.52666667,3.00E-01,89.5,2
70,20,19.76,38.32666667,3.00E-01,89.33333333,2
60,10,19.79,38.06,3.00E-01,89.16666667,2
50,10,19.85666667,37.93333333,3.00E-01,89,2
70,20,19.89,37.9,3.00E-01,88.83333333,2
160,10,19.89,37.9,3.00E-01,88.66666667,2
360,20,19.92666667,37.9,3.00E-01,88.5,2
150,10,20,37.82666667,3.00E-01,88.33333333,2
60,10,20,37.9,3.00E-01,88.16666667,2
60,20,20,37.9,3.00E-01,88,2
50,10,20,38,2.50E-01,88,2
50,10,20,38,2.00E-01,88,2
50,20,19.89,38.09,1.50E-01,88,2
50,10,19.82333333,38.09,1.00E-01,88,2
50,0,19.79,38.145,5.00E-02,88,2
60,0,19.76,38.12666667,0.00E+00,88,2
50,0,19.7,38.26,-1.67E-01,88.33333333,2
40,0,19.66666667,38.29,-3.33E-01,88.66666667,2
20,0,19.6,38.29,-5.00E-01,89,2
30,0,19.56666667,38.43333333,-6.67E-01,89.33333333,2
50,0,19.5,38.56,-8.33E-01,89.66666667,2
50,0,19.46333333,38.66333333,-1.00E+00,90,2
60,0,19.39,38.66333333,-1.17E+00,90.66666667,2
60,0,19.35666667,38.79,-1.33E+00,91.33333333,2
60,0,19.29,38.79,-1.50E+00,92,2
40,0,19.29,38.79,-1.67E+00,92.66666667,2
60,0,19.23,38.73,-1.83E+00,93.33333333,2
40,0,19.2,38.7,-2.00E+00,94,2
40,0,19.13333333,38.76,-1.80E+00,93.5,1.833333333
40,0,19.1,38.79,-1.60E+00,93,1.666666667
30,0,19.1,38.79,-1.40E+00,92.5,1.5
40,0,19.06666667,38.76,-1.20E+00,92,1.333333333
60,0,19,38.7,-1.00E+00,91.5,1.166666667
50,0,18.89,38.645,-8.00E-01,91,1
50,0,18.89,38.59,-7.83E-01,90.83333333,1
40,0,18.89,38.59,-7.67E-01,90.66666667,1
50,0,18.79,38.59,-7.50E-01,90.5,1
50,0,18.73,38.59,-7.33E-01,90.33333333,1
60,0,18.7,38.62666667,-7.17E-01,90.16666667,1
50,0,18.7,38.62666667,-7.00E-01,90,1
40,0,18.6,38.59,-7.83E-01,89.66666667,1.166666667
30,0,18.6,38.59,-8.67E-01,89.33333333,1.333333333
30,0,18.6,38.59,-9.50E-01,89,1.5
40,0,18.6,38.59,-1.03E+00,88.66666667,1.666666667
50,0,18.5,38.62666667,-1.12E+00,88.33333333,1.833333333
50,0,18.5,38.7,-1.20E+00,88,2
60,0,18.46333333,38.66333333,-1.37E+00,88.16666667,2
60,0,18.39,38.66333333,-1.53E+00,88.33333333,2
50,0,18.39,38.7,-1.70E+00,88.5,2
40,0,18.39,38.7,-1.87E+00,88.66666667,2
50,0,18.35666667,38.73,-2.03E+00,88.83333333,2
50,0,18.29,38.79,-2.20E+00,89,2
60,10,18.29,38.79,-2.13E+00,89.16666667,2
30,0,18.29,39.3,-2.07E+00,89.33333333,2
30,0,18.29,39.89333333,-2.00E+00,89.5,2
50,10,18.26,39.72333333,-1.93E+00,89.66666667,2
50,0,18.2,39.59,-1.87E+00,89.83333333,2
50,10,18.2,39.59,-1.80E+00,90,2
40,10,18.2,39.59,-1.97E+00,90.16666667,1.833333333
60,10,18.2,39.66333333,-2.13E+00,90.33333333,1.666666667
40,10,18.2,39.59,-2.30E+00,90.5,1.5
50,10,18.16666667,39.46666667,-2.47E+00,90.66666667,1.333333333
40,0,18.1,39.26666667,-2.63E+00,90.83333333,1.166666667
30,0,18.1,39.06,-2.80E+00,91,1
20,0,18.1,38.93333333,-3.05E+00,91.33333333,1
20,0,18.06666667,38.72333333,-3.30E+00,91.66666667,1
40,0,18,38.59,-3.55E+00,92,1
40,0,18,38.5,-3.80E+00,92.33333333,1
40,0,18,38.43333333,-4.05E+00,92.66666667,1
50,0,17.89,38.29,-4.30E+00,93,1
60,0,17.89,38.29,-3.83E+00,92.5,1
60,20,17.89,38.145,-3.37E+00,92,1
60,10,17.85666667,38.02666667,-2.90E+00,91.5,1
50,20,17.79,37.82666667,-2.43E+00,91,1
40,10,17.79,37.7,-1.97E+00,90.5,1
30,20,17.79,37.7,-1.50E+00,90,1
50,10,17.79,37.7,-1.08E+00,87.66666667,1
70,10,17.79,37.7,-6.67E-01,85.33333333,1
60,20,17.79,37.59,-2.50E-01,83,1
60,10,17.79,37.59,1.67E-01,80.66666667,1
60,20,17.79,37.62666667,5.83E-01,78.33333333,1
60,20,17.79,37.7,1.00E+00,76,1
60,10,17.79,37.7,1.20E+00,74.33333333,1
50,20,17.85666667,37.76,1.40E+00,72.66666667,1
50,10,17.89,37.7,1.60E+00,71,1
40,0,17.96333333,37.62666667,1.80E+00,69.33333333,1
50,10,18,37.59,2.00E+00,67.66666667,1
50,0,18,37.53,2.20E+00,66,1
60,0,18,37.46666667,2.43E+00,64.33333333,1
60,10,18,37.4,2.67E+00,62.66666667,1
50,0,18,37.345,2.90E+00,61,1
50,0,18.03333333,37.32666667,3.13E+00,59.33333333,1
50,10,18.1,37.32666667,3.37E+00,57.66666667,1
50,0,18.1,37.16333333,3.60E+00,56,1
50,0,18.1,37.09,3.73E+00,56,1.166666667
290,0,18.1,37,3.87E+00,56,1.333333333
360,0,18.1,37.06,4.00E+00,56,1.5
230,0,18.1,37.16333333,4.13E+00,56,1.666666667
60,0,18.16666667,37.09,4.27E+00,56,1.833333333
70,0,18.2,36.86333333,4.40E+00,56,2
70,0,18.26,36.73,4.45E+00,55.16666667,1.833333333
80,0,18.32333333,36.4,4.50E+00,54.33333333,1.666666667
60,0,18.39,36.32666667,4.55E+00,53.5,1.5
60,0,18.53333333,36.5,4.60E+00,52.66666667,1.333333333
40,0,18.66666667,36.76,4.65E+00,51.83333333,1.166666667
50,0,18.82333333,36.9,4.70E+00,51,1
50,0,18.96333333,36.9,4.67E+00,52.5,1
40,0,19.16333333,36.86333333,4.63E+00,54,1
40,0,19.35666667,36.73,4.60E+00,55.5,1
40,0,19.55,36.645,4.57E+00,57,1
50,0,19.73,36.59,4.53E+00,58.5,1
40,0,19.79,36.66333333,4.50E+00,60,1
50,0,19.82333333,36.73,4.13E+00,61.66666667,1
40,0,19.89,36.86333333,3.77E+00,63.33333333,1
40,0,19.89,36.9,3.40E+00,65,1
40,0,19.89,36.9,3.03E+00,66.66666667,1
40,0,19.89,36.93333333,2.67E+00,68.33333333,1
50,0,19.89,37,2.30E+00,70,1
40,0,19.79,37.03,1.97E+00,71.16666667,1
20,0,19.79,37.09,1.63E+00,72.33333333,1
20,0,19.79,37.2,1.30E+00,73.5,1
30,0,19.73,37.2,9.67E-01,74.66666667,1
50,10,19.7,37.2,6.33E-01,75.83333333,1
70,10,19.7,37.2,3.00E-01,77,1
90,30,19.6,36.72333333,1.17E-01,78.16666667,1
110,20,19.6,36.53,-6.67E-02,79.33333333,1
200,10,19.6,35.72333333,-2.50E-01,80.5,1
430,20,19.6,34.92333333,-4.33E-01,81.66666667,1
1070,30,19.6,34.3,-6.17E-01,82.83333333,1
890,20,19.73,37.86333333,-8.00E-01,84,1
590,30,19.85666667,47.66333333,-7.67E-01,84,1.166666667
100,0,19.89,49.49666667,-7.33E-01,84,1.333333333
100,10,19.96333333,47.03,-7.00E-01,84,1.5
120,10,20.1,43.69333333,-6.67E-01,84,1.666666667
150,0,20.1,42.16,-6.33E-01,84,1.833333333
120,10,20.2,40.55666667,-6.00E-01,84,2
120,20,20.2,39.75666667,-3.17E-01,83.66666667,2.333333333
160,20,20.2,38.9,-3.33E-02,83.33333333,2.666666667
480,10,20.26,38.56666667,2.50E-01,83,3
460,0,20.29,37.96666667,5.33E-01,82.66666667,3.333333333
360,0,20.29,37.9,8.17E-01,82.33333333,3.666666667
330,0,20.29,37.86333333,1.10E+00,82,4
310,0,20.35666667,37.73,9.83E-01,82.5,3.833333333
250,0,20.39,37.5,8.67E-01,83,3.666666667
220,10,20.46333333,37.56,7.50E-01,83.5,3.5
90,0,20.53333333,37.52666667,6.33E-01,84,3.333333333
80,0,20.6,37.32666667,5.17E-01,84.5,3.166666667
80,0,20.7,37.29,4.00E-01,85,3
70,0,20.7225,37.2225,2.33E-01,85.83333333,2.833333333
50,0,20.73,37.2,6.67E-02,86.66666667,2.666666667
50,0,20.79,37.22333333,-1.00E-01,87.5,2.5
40,10,20.79,37.03,-2.67E-01,88.33333333,2.333333333
40,0,20.7,36.9,-4.33E-01,89.16666667,2.166666667
40,0,20.7,36.9,-6.00E-01,90,2
30,0,20.7,36.9,-5.00E-01,89.66666667,2.333333333
50,0,20.63333333,36.82666667,-4.00E-01,89.33333333,2.666666667
50,0,20.6,36.82666667,-3.00E-01,89,3
40,0,20.6,36.9,-2.00E-01,88.66666667,3.333333333
50,0,20.5,36.9,-1.00E-01,88.33333333,3.666666667
40,0,20.5,36.96666667,0.00E+00,88,4
40,10,20.39,36.93333333,-5.00E-02,88.16666667,3.833333333
40,0,20.39,37.06,-1.00E-01,88.33333333,3.666666667
40,0,20.29,37.12666667,-1.50E-01,88.5,3.5
50,0,20.29,37.2,-2.00E-01,88.66666667,3.333333333
30,0,20.2,37.2,-2.50E-01,88.83333333,3.166666667
30,0,20.2,37.2,-3.00E-01,89,3
20,0,20.1,37.23,-3.00E-01,88.83333333,3
40,0,20.075,37.345,-3.00E-01,88.66666667,3
40,0,20,37.29,-3.00E-01,88.5,3
50,0,19.96333333,37.29,-3.00E-01,88.33333333,3
40,0,19.82333333,37.23,-3.00E-01,88.16666667,3
50,0,19.79,37.2,-3.00E-01,88,3
50,0,19.79,37.2,-3.50E-01,88,3
40,0,19.7,37.29,-4.00E-01,88,3
40,0,19.7,37.29,-4.50E-01,88,3
30,0,19.66666667,37.29,-5.00E-01,88,3
20,0,19.6,37.29,-5.50E-01,88,3
30,0,19.56666667,37.29,-6.00E-01,88,3
30,0,19.5,37.29,-6.33E-01,87.83333333,3
40,0,19.46333333,37.29,-6.67E-01,87.66666667,3
50,0,19.39,37.29,-7.00E-01,87.5,3
40,0,19.35666667,37.32666667,-7.33E-01,87.33333333,3
50,0,19.35666667,37.4,-7.67E-01,87.16666667,3
30,0,19.29,37.4,-8.00E-01,87,3
40,0,19.23,37.4,-8.67E-01,87,3
40,0,19.2,37.4,-9.33E-01,87,3
50,0,19.125,37.475,-1.00E+00,87,3
40,0,19.1,37.5,-1.07E+00,87,3
20,0,19.06666667,37.5,-1.13E+00,87,3
20,0,19,37.5,-1.20E+00,87,3
